date,temp_mean,temp_max,temp_min,temp_range,temp_diurnal_range,precipitation_sum,rain_days,max_daily_rain,humidity_mean,humidity_max,wind_mean,wind_max,wind_gust_max,solar_radiation,sunshine_duration,et0,soil_moisture_0_7,soil_moisture_7_28,soil_temperature,surface_pressure,heatwave_days,frost_days,days_above_35,days_below_0,gdd,gdd_cumulative,drought_index,rainfall_anomaly,rainfall_roll3,rainfall_roll6,temperature_roll3,temperature_roll6,n_days,temp_mean_lag_1,temp_mean_lag_2,temp_mean_lag_3,temp_mean_lag_6,precipitation_sum_lag_1,precipitation_sum_lag_2,precipitation_sum_lag_3,precipitation_sum_lag_6,et0_lag_1,et0_lag_2,et0_lag_3,et0_lag_6,drought_index_lag_1,drought_index_lag_2,drought_index_lag_3,drought_index_lag_6,gdd_lag_1,gdd_lag_2,gdd_lag_3,gdd_lag_6,soil_moisture_0_7_lag_1,soil_moisture_0_7_lag_2,soil_moisture_0_7_lag_3,soil_moisture_0_7_lag_6
2021-01-01,0.5187601369616147,16.21899441340782,-10.494413407821229,26.713407821229048,11.765579383672733,7.772067039106146,1.7039106145251397,4.683240223463687,59.34673664924611,96.7877094972067,8.161076320057667,31.849162011173185,59.245251396648044,284.57474860335196,251.5056572470515,40.8508938547486,0.2615800444524539,0.27085092659338017,0.5695335495885144,975.8135745179312,0.0,26.30167597765363,0.0,26.30167597765363,1.2483240223463687,1.2483240223463687,-33.07882681564245,-21.296275605214156,17.248417132216016,12.674860335195532,1.3425588194069003,10.913843535371738,31,-0.722796900342404,4.23171322160149,12.951090286538117,30.570571274103443,18.82067039106145,25.15251396648045,5.0027932960893855,1.1016759776536311,24.133910614525142,46.5031843575419,95.28061452513967,251.84698324022347,-5.313240223463691,-21.35067039106145,-90.27782122905029,-250.74530726256984,0.0,21.7086592178771,110.02234636871508,624.9033519553074,0.26092539196251574,0.22075434512725015,0.16348067219318796,0.13855703730401875
2021-02-01,6.812150837988827,23.93798882681564,-10.029608938547486,33.96759776536313,11.608679169992017,22.949162011173183,6.441340782122905,6.756983240223463,60.565883546155895,98.9608938547486,8.926966945996277,31.059217877094973,58.0413407821229,307.272625698324,214.64914463066418,54.75245810055866,0.2514060421654696,0.2575997522612397,7.187067704176643,972.8750556996541,0.0,6.988826815642458,0.0,6.988826815642458,22.10949720670391,23.35782122905028,-31.80329608938548,-18.362662942271886,16.51396648044693,14.526722532588456,2.2027046915360127,7.418905258204681,28,0.5187601369616147,-0.722796900342404,4.23171322160149,27.781780500991168,7.772067039106146,18.82067039106145,25.15251396648045,11.837988826815643,40.8508938547486,24.133910614525142,46.5031843575419,212.59888268156422,-33.07882681564245,-5.313240223463691,-21.35067039106145,-200.7608938547486,1.2483240223463687,0.0,21.7086592178771,546.7606145251397,0.2615800444524539,0.26092539196251574,0.22075434512725015,0.14762151588874872
2021-03-01,8.925428005045953,25.45921787709497,-5.170391061452514,30.629608938547484,11.269075509100738,78.96256983240222,10.268156424581006,18.48826815642458,65.33307052321739,99.20111731843575,10.075049558479005,33.510614525139665,65.75027932960893,416.1258659217877,234.54576111111112,75.5627374301676,0.2964955847900523,0.28899304679521837,9.400168949360244,969.6228802486935,0.0,6.17877094972067,0.0,6.17877094972067,46.562290502793296,69.92011173184358,3.3998324022346225,12.873649906890122,36.56126629422719,26.443296089385473,5.418779659998798,5.452724264632266,31,6.812150837988827,0.5187601369616147,-0.722796900342404,20.722513966480445,22.949162011173183,7.772067039106146,18.82067039106145,7.463128491620112,54.75245810055866,40.8508938547486,24.133910614525142,156.9385474860335,-31.80329608938548,-33.07882681564245,-5.313240223463691,-149.4754189944134,22.10949720670391,1.2483240223463687,0.0,322.85754189944134,0.2514060421654696,0.2615800444524539,0.26092539196251574,0.15126718653010554
2021-04-01,16.58582867783985,34.9122905027933,-0.3608938547486033,35.2731843575419,13.914040968342643,15.339106145251396,2.7486033519553073,9.263687150837988,45.57775450031037,94.50279329608938,9.807150062073246,31.91005586592179,62.03072625698324,645.3789385474861,336.7697708566108,142.661843575419,0.21017249379267536,0.2532550279329609,17.595515207945375,969.566984016139,0.7374301675977654,1.1173184357541899,1.089385474860335,1.1173184357541899,204.93715083798884,274.8572625698324,-127.3227374301676,-19.664059590316572,39.083612662942265,28.166014897579142,10.774469173624874,6.058513996515888,30,8.925428005045953,6.812150837988827,0.5187601369616147,12.951090286538117,78.96256983240222,22.949162011173183,7.772067039106146,5.0027932960893855,75.5627374301676,54.75245810055866,40.8508938547486,95.28061452513967,3.3998324022346225,-31.80329608938548,-33.07882681564245,-90.27782122905029,46.562290502793296,22.10949720670391,1.2483240223463687,110.02234636871508,0.2964955847900523,0.2514060421654696,0.2615800444524539,0.16348067219318796
2021-05-01,25.02258064516129,38.42178770949721,13.57094972067039,24.850837988826818,13.606884123265452,21.949720670391063,3.8491620111731844,10.167597765363128,36.704969363849344,93.65921787709497,9.718784916201116,26.8536312849162,52.213966480446935,751.2846368715085,378.49284405648666,202.24100558659217,0.16935158737310024,0.19893363669129574,26.666789811978134,964.2712117799002,6.089385474860335,0.0,6.731843575418995,0.0,459.10949720670385,733.9667597765363,-180.2912849162011,-23.411731843575414,38.75046554934823,27.632216014897576,16.844612442682365,9.52365856710919,31,16.58582867783985,8.925428005045953,6.812150837988827,4.23171322160149,15.339106145251396,78.96256983240222,22.949162011173183,25.15251396648045,142.661843575419,75.5627374301676,54.75245810055866,46.5031843575419,-127.3227374301676,3.3998324022346225,-31.80329608938548,-21.35067039106145,204.93715083798884,46.562290502793296,22.10949720670391,21.7086592178771,0.21017249379267536,0.2964955847900523,0.2514060421654696,0.22075434512725015
2021-06-01,29.996070763500928,42.241340782122904,18.187709497206704,24.053631284916204,14.63119180633147,0.7458100558659218,0.29608938547486036,0.2854748603351956,21.189323401613905,53.67039106145251,11.52864835505897,27.94357541899441,54.29608938547486,827.5926815642458,410.1504091868405,258.5887150837989,0.13560820142768465,0.1822957402234637,32.236306641837366,961.5060971446306,18.88826815642458,0.0,20.782122905027933,0.0,586.3684357541899,1320.3351955307262,-257.84290502793294,-4.944972067039105,12.678212290502799,24.619739292364986,23.868160028834023,14.64346984441641,30,25.02258064516129,16.58582867783985,8.925428005045953,-0.722796900342404,21.949720670391063,15.339106145251396,78.96256983240222,18.82067039106145,202.24100558659217,142.661843575419,75.5627374301676,24.133910614525142,-180.2912849162011,-127.3227374301676,3.3998324022346225,-5.313240223463691,459.10949720670385,204.93715083798884,46.562290502793296,0.0,0.16935158737310024,0.21017249379267536,0.2964955847900523,0.26092539196251574
2021-07-01,31.76262389619751,44.41620111731844,18.928491620111732,25.487709497206705,14.040187421156965,5.949162011173184,0.9497206703910615,4.265921787709497,24.786898540277527,75.36312849162012,11.627234636871508,29.63240223463687,56.773743016759774,806.9784916201118,408.61963617318435,264.61620111731844,0.1406592779479786,0.18651915510302158,34.019700246290626,958.4393036282813,25.134078212290504,0.0,25.88268156424581,0.0,662.7307262569833,1983.0659217877096,-258.66703910614524,2.9134078212290504,9.548230912476727,24.315921787709495,28.927091768286576,19.850780470955726,31,29.996070763500928,25.02258064516129,16.58582867783985,0.5187601369616147,0.7458100558659218,21.949720670391063,15.339106145251396,7.772067039106146,258.5887150837989,202.24100558659217,142.661843575419,40.8508938547486,-257.84290502793294,-180.2912849162011,-127.3227374301676,-33.07882681564245,586.3684357541899,459.10949720670385,204.93715083798884,1.2483240223463687,0.13560820142768465,0.16935158737310024,0.21017249379267536,0.2615800444524539
2021-08-01,29.696197513065417,40.3586592178771,16.964804469273744,23.393854748603353,14.810145972247252,0.24357541899441337,0.1005586592178771,0.1972067039106145,22.325223764041567,53.64804469273743,10.769657445786029,26.833519553072623,53.05027932960894,757.6343016759777,397.28551804779636,240.43379888268157,0.1343307352676158,0.18338343245029137,31.915722802907432,961.2337695981258,24.75418994413408,0.0,24.810055865921786,0.0,598.6337988826815,2581.699720670391,-240.19022346368715,-5.294506517690875,2.312849162011178,20.5316573556797,30.484964057587955,23.66478825013516,31,31.76262389619751,29.996070763500928,25.02258064516129,6.812150837988827,5.949162011173184,0.7458100558659218,21.949720670391063,22.949162011173183,264.61620111731844,258.5887150837989,202.24100558659217,54.75245810055866,-258.66703910614524,-257.84290502793294,-180.2912849162011,-31.80329608938548,662.7307262569833,586.3684357541899,459.10949720670385,22.10949720670391,0.1406592779479786,0.13560820142768465,0.16935158737310024,0.2514060421654696
2021-09-01,24.605772811918065,37.87262569832402,12.368715083798882,25.50391061452514,15.921955307262568,0.3849162011173184,0.11173184357541899,0.37541899441340776,24.977832091868407,67.71508379888269,9.807873991309746,25.64245810055866,49.00558659217877,615.9710055865921,349.72144293916824,180.82106145251396,0.13280980757293606,0.17929402545003104,26.541945996275604,965.1926513035382,6.932960893854749,0.0,9.681564245810057,0.0,437.88016759776536,3019.5798882681565,-180.43614525139665,-5.167597765363128,2.1925512104283107,7.435381750465548,28.688198073726998,26.278179051280514,30,29.696197513065417,31.76262389619751,29.996070763500928,8.925428005045953,0.24357541899441337,5.949162011173184,0.7458100558659218,78.96256983240222,240.43379888268157,264.61620111731844,258.5887150837989,75.5627374301676,-240.19022346368715,-258.66703910614524,-257.84290502793294,3.3998324022346225,598.6337988826815,662.7307262569833,586.3684357541899,46.562290502793296,0.1343307352676158,0.1406592779479786,0.13560820142768465,0.2964955847900523
2021-10-01,12.183312308524059,24.491620111731844,1.5016759776536313,22.98994413407821,12.022274283654713,28.168715083798887,4.318435754189944,9.571508379888268,49.720670391061454,95.81564245810056,8.654761368414729,27.650279329608935,50.625139664804465,407.01279329608934,274.9688909217877,87.32240223463687,0.19510949420315973,0.2029971541418874,13.958880729260526,974.2420886646242,0.0,0.1787709497206704,0.0,0.1787709497206704,90.44720670391062,3110.027094972067,-59.15368715083798,-0.1895716945996213,9.599068901303545,9.573649906890129,22.16176087783585,25.544426323061213,31,24.605772811918065,29.696197513065417,31.76262389619751,16.58582867783985,0.3849162011173184,0.24357541899441337,5.949162011173184,15.339106145251396,180.82106145251396,240.43379888268157,264.61620111731844,142.661843575419,-180.43614525139665,-240.19022346368715,-258.66703910614524,-127.3227374301676,437.88016759776536,598.6337988826815,662.7307262569833,204.93715083798884,0.13280980757293606,0.1343307352676158,0.1406592779479786,0.21017249379267536
