year,month,product,district,price
2021,sentabr,Parranda go'shti,Olmazor,29225.0
2021,sentabr,Parranda go'shti,Sirg'ali,26666.6667
2021,sentabr,Parranda go'shti,Shayxontoxur,28202.38095
2021,sentabr,Parranda go'shti,Uchtepa,27614.285725
2021,sentabr,Parranda go'shti,Yashnobod,29650.0
2021,sentabr,Parranda go'shti,Yunusobod,28950.0
2021,sentabr,Parranda go'shti,Shahar bo'yicha,28103.521825
2021,sentabr,"Paxta yog'i, 1 litr",Bektemir,17191.6667
2021,sentabr,"Paxta yog'i, 1 litr",Mirobod,18400.0
2021,sentabr,"Paxta yog'i, 1 litr",Yakkasaroy,15555.0
2021,sentabr,"Paxta yog'i, 1 litr",Yangihayot,0.0
2021,sentabr,"Paxta yog'i, 1 litr",Chilonzor,18166.6667
2021,sentabr,"Paxta yog'i, 1 litr",Mirzo Ulug'bek,19000.0
2021,sentabr,"Paxta yog'i, 1 litr",Olmazor,14741.666675
2021,sentabr,"Paxta yog'i, 1 litr",Sirg'ali,18785.7143
2021,sentabr,"Paxta yog'i, 1 litr",Shayxontoxur,18759.1667
2021,sentabr,"Paxta yog'i, 1 litr",Uchtepa,17866.6
2021,sentabr,"Paxta yog'i, 1 litr",Yashnobod,18138.83335
2021,sentabr,"Paxta yog'i, 1 litr",Yunusobod,17518.3333
2021,sentabr,"Paxta yog'i, 1 litr",Shahar bo'yicha,17688.540074999997
2021,sentabr,Piyoz,Bektemir,2125.0
2021,sentabr,Piyoz,Mirobod,2050.0
2021,sentabr,Piyoz,Yakkasaroy,1962.5
2021,sentabr,Piyoz,Yangihayot,0.0
2021,sentabr,Piyoz,Chilonzor,1705.0
2021,sentabr,Piyoz,Mirzo Ulug'bek,2500.0
2021,sentabr,Piyoz,Olmazor,1812.5
2021,sentabr,Piyoz,Sirg'ali,1950.0
2021,sentabr,Piyoz,Shayxontoxur,1512.4999750000002
2021,sentabr,Piyoz,Uchtepa,2019.0476250000002
2021,sentabr,Piyoz,Yashnobod,2028.125
2021,sentabr,Piyoz,Yunusobod,1980.0
2021,sentabr,Piyoz,Shahar bo'yicha,1972.73315
2021,sentabr,Pomidor,Bektemir,4312.5
2021,sentabr,Pomidor,Mirobod,5833.333325
2021,sentabr,Pomidor,Yakkasaroy,5999.999975000001
2021,sentabr,Pomidor,Yangihayot,0.0
2021,sentabr,Pomidor,Chilonzor,4937.5
2021,sentabr,Pomidor,Mirzo Ulug'bek,7657.142825000001
2021,sentabr,Pomidor,Olmazor,4712.5
2021,sentabr,Pomidor,Sirg'ali,6400.0
2021,sentabr,Pomidor,Shayxontoxur,5600.0
2021,sentabr,Pomidor,Uchtepa,4875.0
2021,sentabr,Pomidor,Yashnobod,5651.0416625
2021,sentabr,Pomidor,Yunusobod,5949.40475
2021,sentabr,Pomidor,Shahar bo'yicha,5631.622025000001
2021,sentabr,Sabzi,Bektemir,4700.0
2021,sentabr,Sabzi,Mirobod,5112.5
2021,sentabr,Sabzi,Yakkasaroy,6468.75
2021,sentabr,Sabzi,Yangihayot,0.0
2021,sentabr,Sabzi,Chilonzor,5812.5
2021,sentabr,Sabzi,Mirzo Ulug'bek,6850.0
2021,sentabr,Sabzi,Olmazor,4625.0
2021,sentabr,Sabzi,Sirg'ali,6800.0
2021,sentabr,Sabzi,Shayxontoxur,4773.8095
2021,sentabr,Sabzi,Uchtepa,5262.500024999999
2021,sentabr,Sabzi,Yashnobod,5607.2916625
2021,sentabr,Sabzi,Yunusobod,5323.333325
2021,sentabr,Sabzi,Shahar bo'yicha,5578.581324999999
2021,sentabr,Sariyog',Bektemir,71300.0
2021,sentabr,Sariyog',Mirobod,64500.0
2021,sentabr,Sariyog',Yakkasaroy,70625.0
2021,sentabr,Sariyog',Yangihayot,0.0
2021,sentabr,Sariyog',Chilonzor,71000.0
2021,sentabr,Sariyog',Mirzo Ulug'bek,61700.0
2021,sentabr,Sariyog',Olmazor,71320.0
2021,sentabr,Sariyog',Sirg'ali,72000.0
2021,sentabr,Sariyog',Shayxontoxur,73571.4286
2021,sentabr,Sariyog',Uchtepa,88750.0
2021,sentabr,Sariyog',Yashnobod,68650.0
2021,sentabr,Sariyog',Yunusobod,77142.8571
2021,sentabr,Sariyog',Shahar bo'yicha,71600.7738
2021,sentabr,"Sut, 1 litr",Bektemir,7083.3333
2021,sentabr,"Sut, 1 litr",Mirobod,7000.0
2021,sentabr,"Sut, 1 litr",Yakkasaroy,6000.0
2021,sentabr,"Sut, 1 litr",Yangihayot,0.0
2021,sentabr,"Sut, 1 litr",Chilonzor,8400.0
2021,sentabr,"Sut, 1 litr",Mirzo Ulug'bek,8550.0
2021,sentabr,"Sut, 1 litr",Olmazor,8214.2857
2021,sentabr,"Sut, 1 litr",Sirg'ali,8850.0
2021,sentabr,"Sut, 1 litr",Shayxontoxur,7375.0
2021,sentabr,"Sut, 1 litr",Uchtepa,7150.0
2021,sentabr,"Sut, 1 litr",Yashnobod,9000.0
2021,sentabr,"Sut, 1 litr",Yunusobod,9285.7143
2021,sentabr,"Sut, 1 litr",Shahar bo'yicha,7992.3611
2021,sentabr,Tarvuz,Bektemir,1787.5
2021,sentabr,Tarvuz,Mirobod,1750.0
2021,sentabr,Tarvuz,Yakkasaroy,1750.0
2021,sentabr,Tarvuz,Yangihayot,0.0
2021,sentabr,Tarvuz,Chilonzor,2300.0
2021,sentabr,Tarvuz,Mirzo Ulug'bek,2937.5
2021,sentabr,Tarvuz,Olmazor,1708.3333499999999
2021,sentabr,Tarvuz,Sirg'ali,2081.25
2021,sentabr,Tarvuz,Shayxontoxur,2250.0
2021,sentabr,Tarvuz,Uchtepa,1500.0
2021,sentabr,Tarvuz,Yashnobod,1779.1666874999999
2021,sentabr,Tarvuz,Yunusobod,1900.0
2021,sentabr,Tarvuz,Shahar bo'yicha,1960.24305
2021,sentabr,Tuxum (10 dona),Bektemir,8325.0
2021,sentabr,Tuxum (10 dona),Mirobod,10714.2857
2021,sentabr,Tuxum (10 dona),Yakkasaroy,9787.499975
2021,sentabr,Tuxum (10 dona),Yangihayot,0.0
2021,sentabr,Tuxum (10 dona),Chilonzor,10944.4444
2021,sentabr,Tuxum (10 dona),Mirzo Ulug'bek,10916.6667
2021,sentabr,Tuxum (10 dona),Olmazor,9375.0
2021,sentabr,Tuxum (10 dona),Sirg'ali,11000.0
2021,sentabr,Tuxum (10 dona),Shayxontoxur,9510.714275
2021,sentabr,Tuxum (10 dona),Uchtepa,9093.75
2021,sentabr,Tuxum (10 dona),Yashnobod,10166.6666625
2021,sentabr,Tuxum (10 dona),Yunusobod,11900.0
2021,sentabr,Tuxum (10 dona),Shahar bo'yicha,10158.3912
2021,sentabr,Uzum,Bektemir,13450.0
2021,sentabr,Uzum,Mirobod,14035.714275
2021,sentabr,Uzum,Yakkasaroy,13351.1905
2021,sentabr,Uzum,Yangihayot,0.0
2021,sentabr,Uzum,Chilonzor,12138.888875
2021,sentabr,Uzum,Mirzo Ulug'bek,14166.6667
2021,sentabr,Uzum,Olmazor,13979.1667
2021,sentabr,Uzum,Sirg'ali,12857.1429
2021,sentabr,Uzum,Shayxontoxur,14714.2857
2021,sentabr,Uzum,Uchtepa,11874.999975
2021,sentabr,Uzum,Yashnobod,14171.875
2021,sentabr,Uzum,Yunusobod,15100.0
2021,sentabr,Uzum,Shahar bo'yicha,13667.650475
2021,sentabr,Shakar,Bektemir,8204.1667
2021,sentabr,Shakar,Mirobod,7841.6667
2021,sentabr,Shakar,Yakkasaroy,7900.0
2021,sentabr,Shakar,Yangihayot,0.0
2021,sentabr,Shakar,Chilonzor,8325.0
2021,sentabr,Shakar,Mirzo Ulug'bek,8425.0
2021,sentabr,Shakar,Olmazor,7775.0
2021,sentabr,Shakar,Sirg'ali,8360.0
2021,sentabr,Shakar,Shayxontoxur,8043.75
2021,sentabr,Shakar,Uchtepa,8010.714275
2021,sentabr,Shakar,Yashnobod,7782.291649999999
2021,sentabr,Shakar,Yunusobod,8025.0
2021,sentabr,Shakar,Shahar bo'yicha,8039.57345
2021,oktabr,Baliq,Bektemir,23071.42855
2021,oktabr,Baliq,Mirobod,25000.0
2021,oktabr,Baliq,Yakkasaroy,29937.5
2021,oktabr,Baliq,Yangihayot,0.0
2021,oktabr,Baliq,Chilonzor,24600.0
2021,oktabr,Baliq,Mirzo Ulug'bek,34000.0
2021,oktabr,Baliq,Olmazor,27875.0
2021,oktabr,Baliq,Sirg'ali,25000.0
2021,oktabr,Baliq,Shayxontoxur,32166.6667
2021,oktabr,Baliq,Uchtepa,27500.0
2021,oktabr,Baliq,Yashnobod,36850.0
2021,oktabr,Baliq,Yunusobod,33600.0
2021,oktabr,Baliq,Shahar bo'yicha,29704.21625
2021,oktabr,Birinchi navli bug'doy uni,Bektemir,5028.5714
2021,oktabr,Birinchi navli bug'doy uni,Mirobod,4788.8889
2021,oktabr,Birinchi navli bug'doy uni,Yakkasaroy,4750.0
2021,oktabr,Birinchi navli bug'doy uni,Yangihayot,0.0
2021,oktabr,Birinchi navli bug'doy uni,Chilonzor,5360.0
2021,oktabr,Birinchi navli bug'doy uni,Mirzo Ulug'bek,5550.0
2021,oktabr,Birinchi navli bug'doy uni,Olmazor,4990.9091
2021,oktabr,Birinchi navli bug'doy uni,Sirg'ali,5008.3333
2021,oktabr,Birinchi navli bug'doy uni,Shayxontoxur,4955.5556
2021,oktabr,Birinchi navli bug'doy uni,Uchtepa,4662.5
2021,oktabr,Birinchi navli bug'doy uni,Yashnobod,5212.5
2021,oktabr,Birinchi navli bug'doy uni,Yunusobod,4450.0
2021,oktabr,Birinchi navli bug'doy uni,Shahar bo'yicha,4997.4799
2021,oktabr,Bodring,Bektemir,4300.0
2021,oktabr,Bodring,Mirobod,5700.0
2021,oktabr,Bodring,Yakkasaroy,5050.0
2021,oktabr,Bodring,Yangihayot,0.0
2021,oktabr,Bodring,Chilonzor,7025.0
2021,oktabr,Bodring,Mirzo Ulug'bek,6625.0
2021,oktabr,Bodring,Olmazor,5100.0
2021,oktabr,Bodring,Sirg'ali,7500.0
2021,oktabr,Bodring,Shayxontoxur,7333.3333
2021,oktabr,Bodring,Uchtepa,4875.0
2021,oktabr,Bodring,Yashnobod,10607.14285
2021,oktabr,Bodring,Yunusobod,6900.0
2021,oktabr,Bodring,Shahar bo'yicha,6801.8849
2021,oktabr,Guruch,Bektemir,11625.0
2021,oktabr,Guruch,Mirobod,9680.0
2021,oktabr,Guruch,Yakkasaroy,10437.5
2021,oktabr,Guruch,Yangihayot,0.0
2021,oktabr,Guruch,Chilonzor,11120.0
2021,oktabr,Guruch,Mirzo Ulug'bek,11550.0
2021,oktabr,Guruch,Olmazor,11027.777750000001
2021,oktabr,Guruch,Sirg'ali,10650.0
2021,oktabr,Guruch,Shayxontoxur,9500.0
2021,oktabr,Guruch,Uchtepa,10650.0
2021,oktabr,Guruch,Yashnobod,10758.333325
2021,oktabr,Guruch,Yunusobod,13400.0
2021,oktabr,Guruch,Shahar bo'yicha,10929.745350000001
2021,oktabr,Karam,Bektemir,2700.0
2021,oktabr,Karam,Mirobod,2875.0
2021,oktabr,Karam,Yakkasaroy,4000.0
2021,oktabr,Karam,Yangihayot,0.0
2021,oktabr,Karam,Chilonzor,3750.0
2021,oktabr,Karam,Mirzo Ulug'bek,3875.0
2021,oktabr,Karam,Olmazor,3500.0
2021,oktabr,Karam,Sirg'ali,2575.0
2021,oktabr,Karam,Shayxontoxur,4333.33335
2021,oktabr,Karam,Uchtepa,3800.0
2021,oktabr,Karam,Yashnobod,4697.916675
2021,oktabr,Karam,Yunusobod,3833.3333
2021,oktabr,Karam,Shahar bo'yicha,3719.79165
2021,oktabr,Kartoshka,Bektemir,4100.0
2021,oktabr,Kartoshka,Mirobod,4300.0
2021,oktabr,Kartoshka,Yakkasaroy,3525.0
2021,oktabr,Kartoshka,Yangihayot,0.0
2021,oktabr,Kartoshka,Chilonzor,4542.8571
2021,oktabr,Kartoshka,Mirzo Ulug'bek,4600.0
2021,oktabr,Kartoshka,Olmazor,3290.0
2021,oktabr,Kartoshka,Sirg'ali,3725.0
2021,oktabr,Kartoshka,Shayxontoxur,4200.0
2021,oktabr,Kartoshka,Uchtepa,3820.0
2021,oktabr,Kartoshka,Yashnobod,4468.75
2021,oktabr,Kartoshka,Yunusobod,4280.0
2021,oktabr,Kartoshka,Shahar bo'yicha,4110.02975
2021,oktabr,"Kungaboqar yog'i, 1 litr",Bektemir,18700.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Mirobod,19181.8182
2021,oktabr,"Kungaboqar yog'i, 1 litr",Yakkasaroy,20800.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Yangihayot,0.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Chilonzor,19400.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Mirzo Ulug'bek,19653.8462
2021,oktabr,"Kungaboqar yog'i, 1 litr",Olmazor,19277.7778
2021,oktabr,"Kungaboqar yog'i, 1 litr",Sirg'ali,20545.4545
2021,oktabr,"Kungaboqar yog'i, 1 litr",Shayxontoxur,18961.5385
2021,oktabr,"Kungaboqar yog'i, 1 litr",Uchtepa,19000.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Yashnobod,20150.0
2021,oktabr,"Kungaboqar yog'i, 1 litr",Yunusobod,19181.8182
2021,oktabr,"Kungaboqar yog'i, 1 litr",Shahar bo'yicha,19583.5211
2021,oktabr,Qovoq,Bektemir,2833.3333
2021,oktabr,Qovoq,Mirobod,3437.5
2021,oktabr,Qovoq,Yakkasaroy,6000.0
2021,oktabr,Qovoq,Yangihayot,0.0
2021,oktabr,Qovoq,Chilonzor,3833.3333
2021,oktabr,Qovoq,Mirzo Ulug'bek,5000.0
2021,oktabr,Qovoq,Olmazor,4583.33335
2021,oktabr,Qovoq,Sirg'ali,5000.0
2021,oktabr,Qovoq,Shayxontoxur,3333.33335
2021,oktabr,Qovoq,Uchtepa,4600.0
2021,oktabr,Qovoq,Yashnobod,5312.5
2021,oktabr,Qovoq,Yunusobod,3500.0
2021,oktabr,Qovoq,Shahar bo'yicha,4395.4861
2021,oktabr,Qovun,Bektemir,2625.0
2021,oktabr,Qovun,Mirobod,3500.0
2021,oktabr,Qovun,Yakkasaroy,3750.0
2021,oktabr,Qovun,Yangihayot,0.0
2021,oktabr,Qovun,Chilonzor,2500.0
2021,oktabr,Qovun,Mirzo Ulug'bek,5333.3333
2021,oktabr,Qovun,Olmazor,3250.0
2021,oktabr,Qovun,Sirg'ali,3500.0
2021,oktabr,Qovun,Shayxontoxur,3875.0
2021,oktabr,Qovun,Uchtepa,2625.0
2021,oktabr,Qovun,Yashnobod,3562.5
2021,oktabr,Qovun,Yunusobod,2150.0
2021,oktabr,Qovun,Shahar bo'yicha,3352.77775
2021,oktabr,Qo'y go'shti,Bektemir,69428.5714
2021,oktabr,Qo'y go'shti,Mirobod,65600.0
2021,oktabr,Qo'y go'shti,Yakkasaroy,67666.6667
2021,oktabr,Qo'y go'shti,Yangihayot,0.0
2021,oktabr,Qo'y go'shti,Chilonzor,68375.0
2021,oktabr,Qo'y go'shti,Mirzo Ulug'bek,76500.0
2021,oktabr,Qo'y go'shti,Olmazor,65750.0
2021,oktabr,Qo'y go'shti,Sirg'ali,72600.0
2021,oktabr,Qo'y go'shti,Shayxontoxur,64125.0
2021,oktabr,Qo'y go'shti,Uchtepa,73800.0
2021,oktabr,Qo'y go'shti,Yashnobod,72400.0
2021,oktabr,Qo'y go'shti,Yunusobod,70000.0
2021,oktabr,Qo'y go'shti,Shahar bo'yicha,69887.1032
2021,oktabr,Loviya,Bektemir,15000.0
2021,oktabr,Loviya,Mirobod,15700.0
2021,oktabr,Loviya,Yakkasaroy,14812.5
2021,oktabr,Loviya,Yangihayot,0.0
2021,oktabr,Loviya,Chilonzor,15000.0
2021,oktabr,Loviya,Mirzo Ulug'bek,16440.0
2021,oktabr,Loviya,Olmazor,15000.0
2021,oktabr,Loviya,Sirg'ali,13666.6667
2021,oktabr,Loviya,Shayxontoxur,15666.6667
2021,oktabr,Loviya,Uchtepa,17200.0
2021,oktabr,Loviya,Yashnobod,12291.6667
2021,oktabr,Loviya,Yunusobod,14750.0
2021,oktabr,Loviya,Shahar bo'yicha,14818.2639
2021,oktabr,Makaron,Bektemir,9450.0
2021,oktabr,Makaron,Mirobod,8125.0
2021,oktabr,Makaron,Yakkasaroy,10450.0
2021,oktabr,Makaron,Yangihayot,0.0
2021,oktabr,Makaron,Chilonzor,9900.0
2021,oktabr,Makaron,Mirzo Ulug'bek,14312.5
2021,oktabr,Makaron,Olmazor,9155.5556
2021,oktabr,Makaron,Sirg'ali,11375.0
2021,oktabr,Makaron,Shayxontoxur,9200.0
2021,oktabr,Makaron,Uchtepa,10400.0
2021,oktabr,Makaron,Yashnobod,11546.42855
2021,oktabr,Makaron,Yunusobod,10350.0
2021,oktabr,Makaron,Shahar bo'yicha,10484.2427
2021,oktabr,Mol go'shti,Bektemir,66153.8462
2021,oktabr,Mol go'shti,Mirobod,66142.8571
2021,oktabr,Mol go'shti,Yakkasaroy,67250.0
2021,oktabr,Mol go'shti,Yangihayot,0.0
2021,oktabr,Mol go'shti,Chilonzor,67666.6667
2021,oktabr,Mol go'shti,Mirzo Ulug'bek,71500.0
2021,oktabr,Mol go'shti,Olmazor,69000.0
2021,oktabr,Mol go'shti,Sirg'ali,70272.7273
2021,oktabr,Mol go'shti,Shayxontoxur,64333.3333
2021,oktabr,Mol go'shti,Uchtepa,70166.6667
2021,oktabr,Mol go'shti,Yashnobod,69071.9697
2021,oktabr,Mol go'shti,Yunusobod,71850.0
2021,oktabr,Mol go'shti,Shahar bo'yicha,68540.00305
2021,oktabr,Mosh,Bektemir,14200.0
2021,oktabr,Mosh,Mirobod,15375.0
2021,oktabr,Mosh,Yakkasaroy,14000.0
2021,oktabr,Mosh,Yangihayot,0.0
2021,oktabr,Mosh,Chilonzor,16750.0
2021,oktabr,Mosh,Mirzo Ulug'bek,15333.3333
2021,oktabr,Mosh,Olmazor,15000.0
2021,oktabr,Mosh,Sirg'ali,15833.3333
2021,oktabr,Mosh,Shayxontoxur,15250.0
2021,oktabr,Mosh,Uchtepa,15833.3333
2021,oktabr,Mosh,Yashnobod,14382.291675
2021,oktabr,Mosh,Yunusobod,15000.0
2021,oktabr,Mosh,Shahar bo'yicha,15111.631949999999
2021,oktabr,Nok,Bektemir,19800.0
2021,oktabr,Nok,Mirobod,18000.0
2021,oktabr,Nok,Yakkasaroy,32600.0
2021,oktabr,Nok,Yangihayot,0.0
2021,oktabr,Nok,Chilonzor,26800.0
2021,oktabr,Nok,Mirzo Ulug'bek,23857.1429
2021,oktabr,Nok,Olmazor,28285.7143
2021,oktabr,Nok,Sirg'ali,19111.111100000002
2021,oktabr,Nok,Shayxontoxur,22500.0
2021,oktabr,Nok,Uchtepa,21800.0
2021,oktabr,Nok,Yashnobod,22650.0
2021,oktabr,Nok,Yunusobod,27500.0
2021,oktabr,Nok,Shahar bo'yicha,23796.164
2021,oktabr,No'xat,Bektemir,15857.1429
2021,oktabr,No'xat,Mirobod,19100.0
2021,oktabr,No'xat,Yakkasaroy,16100.0
2021,oktabr,No'xat,Yangihayot,0.0
2021,oktabr,No'xat,Chilonzor,16950.0
2021,oktabr,No'xat,Mirzo Ulug'bek,12240.0
2021,oktabr,No'xat,Olmazor,13700.0
2021,oktabr,No'xat,Sirg'ali,15666.6667
2021,oktabr,No'xat,Shayxontoxur,19600.0
2021,oktabr,No'xat,Uchtepa,17250.0
2021,oktabr,No'xat,Yashnobod,14916.66665
2021,oktabr,No'xat,Yunusobod,18500.0
2021,oktabr,No'xat,Shahar bo'yicha,16233.095249999998
2021,oktabr,Oliy navli bug'doy uni,Bektemir,6845.4545
2021,oktabr,Oliy navli bug'doy uni,Mirobod,6625.0
2021,oktabr,Oliy navli bug'doy uni,Yakkasaroy,6916.6667
2021,oktabr,Oliy navli bug'doy uni,Yangihayot,0.0
2021,oktabr,Oliy navli bug'doy uni,Chilonzor,7000.0
2021,oktabr,Oliy navli bug'doy uni,Mirzo Ulug'bek,7391.6667
2021,oktabr,Oliy navli bug'doy uni,Olmazor,6758.3333
2021,oktabr,Oliy navli bug'doy uni,Sirg'ali,7193.3333
2021,oktabr,Oliy navli bug'doy uni,Shayxontoxur,7136.3636
2021,oktabr,Oliy navli bug'doy uni,Uchtepa,7013.3333
2021,oktabr,Oliy navli bug'doy uni,Yashnobod,7192.85715
2021,oktabr,Oliy navli bug'doy uni,Yunusobod,7111.1111
2021,oktabr,Oliy navli bug'doy uni,Shahar bo'yicha,7031.4147
2021,oktabr,Olma,Bektemir,11200.0
2021,oktabr,Olma,Mirobod,12000.0
2021,oktabr,Olma,Yakkasaroy,13714.2857
2021,oktabr,Olma,Yangihayot,0.0
2021,oktabr,Olma,Chilonzor,10250.0
2021,oktabr,Olma,Mirzo Ulug'bek,16857.1429
2021,oktabr,Olma,Olmazor,14900.0
2021,oktabr,Olma,Sirg'ali,16700.0
2021,oktabr,Olma,Shayxontoxur,11800.0
2021,oktabr,Olma,Uchtepa,12000.0
2021,oktabr,Olma,Yashnobod,22156.99405
2021,oktabr,Olma,Yunusobod,16000.0
2021,oktabr,Olma,Shahar bo'yicha,14977.9514
2021,oktabr,Parranda go'shti,Bektemir,28430.555549999997
2021,oktabr,Parranda go'shti,Mirobod,28000.0
2021,oktabr,Parranda go'shti,Yakkasaroy,24666.6667
2021,oktabr,Parranda go'shti,Yangihayot,0.0
2021,oktabr,Parranda go'shti,Chilonzor,28800.0
2021,oktabr,Parranda go'shti,Mirzo Ulug'bek,29857.1429
2021,oktabr,Parranda go'shti,Olmazor,29650.0
2021,oktabr,Parranda go'shti,Sirg'ali,26666.6667
2021,oktabr,Parranda go'shti,Shayxontoxur,28666.6667
2021,oktabr,Parranda go'shti,Uchtepa,29600.0
2021,oktabr,Parranda go'shti,Yashnobod,29875.0
2021,oktabr,Parranda go'shti,Yunusobod,31800.0
2021,oktabr,Parranda go'shti,Shahar bo'yicha,28823.9749
2021,oktabr,"Paxta yog'i, 1 litr",Bektemir,17191.6667
2021,oktabr,"Paxta yog'i, 1 litr",Mirobod,18850.0
2021,oktabr,"Paxta yog'i, 1 litr",Yakkasaroy,15555.0
2021,oktabr,"Paxta yog'i, 1 litr",Yangihayot,0.0
2021,oktabr,"Paxta yog'i, 1 litr",Chilonzor,18166.6667
2021,oktabr,"Paxta yog'i, 1 litr",Mirzo Ulug'bek,19057.1429
2021,oktabr,"Paxta yog'i, 1 litr",Olmazor,14866.6667
2021,oktabr,"Paxta yog'i, 1 litr",Sirg'ali,18785.7143
2021,oktabr,"Paxta yog'i, 1 litr",Shayxontoxur,18759.1667
2021,oktabr,"Paxta yog'i, 1 litr",Uchtepa,18000.0
2021,oktabr,"Paxta yog'i, 1 litr",Yashnobod,18038.83335
2021,oktabr,"Paxta yog'i, 1 litr",Yunusobod,17518.3333
2021,oktabr,"Paxta yog'i, 1 litr",Shahar bo'yicha,17735.6687
2021,oktabr,Piyoz,Bektemir,2200.0
2021,oktabr,Piyoz,Mirobod,2075.0
2021,oktabr,Piyoz,Yakkasaroy,1950.0
2021,oktabr,Piyoz,Yangihayot,0.0
2021,oktabr,Piyoz,Chilonzor,2640.0
2021,oktabr,Piyoz,Mirzo Ulug'bek,2800.0
2021,oktabr,Piyoz,Olmazor,2087.5
2021,oktabr,Piyoz,Sirg'ali,1950.0
2021,oktabr,Piyoz,Shayxontoxur,2166.6667
2021,oktabr,Piyoz,Uchtepa,2250.0
2021,oktabr,Piyoz,Yashnobod,2387.5
2021,oktabr,Piyoz,Yunusobod,1980.0
2021,oktabr,Piyoz,Shahar bo'yicha,2239.5139
2021,oktabr,Pomidor,Bektemir,4900.0
2021,oktabr,Pomidor,Mirobod,8812.5
2021,oktabr,Pomidor,Yakkasaroy,6827.380950000001
2021,oktabr,Pomidor,Yangihayot,0.0
2021,oktabr,Pomidor,Chilonzor,7708.33335
2021,oktabr,Pomidor,Mirzo Ulug'bek,8214.2857
2021,oktabr,Pomidor,Olmazor,5650.0
2021,oktabr,Pomidor,Sirg'ali,7914.2857
2021,oktabr,Pomidor,Shayxontoxur,10233.33335
2021,oktabr,Pomidor,Uchtepa,8350.0
2021,oktabr,Pomidor,Yashnobod,12973.958325
2021,oktabr,Pomidor,Yunusobod,8857.14285
2021,oktabr,Pomidor,Shahar bo'yicha,8617.931550000001
2021,oktabr,Sabzi,Bektemir,4550.0
2021,oktabr,Sabzi,Mirobod,3662.5
2021,oktabr,Sabzi,Yakkasaroy,6125.0
2021,oktabr,Sabzi,Yangihayot,0.0
2021,oktabr,Sabzi,Chilonzor,5714.2857
2021,oktabr,Sabzi,Mirzo Ulug'bek,4666.6667
2021,oktabr,Sabzi,Olmazor,4687.5
2021,oktabr,Sabzi,Sirg'ali,6800.0
2021,oktabr,Sabzi,Shayxontoxur,4500.0
2021,oktabr,Sabzi,Uchtepa,4950.0
2021,oktabr,Sabzi,Yashnobod,7187.5
2021,oktabr,Sabzi,Yunusobod,5483.3333
2021,oktabr,Sabzi,Shahar bo'yicha,5459.5238
2021,oktabr,Sariyog',Bektemir,71300.0
2021,oktabr,Sariyog',Mirobod,64500.0
2021,oktabr,Sariyog',Yakkasaroy,70625.0
2021,oktabr,Sariyog',Yangihayot,0.0
2021,oktabr,Sariyog',Chilonzor,71000.0
2021,oktabr,Sariyog',Mirzo Ulug'bek,62060.0
2021,oktabr,Sariyog',Olmazor,71320.0
2021,oktabr,Sariyog',Sirg'ali,72000.0
2021,oktabr,Sariyog',Shayxontoxur,73571.4286
2021,oktabr,Sariyog',Uchtepa,93333.3333
2021,oktabr,Sariyog',Yashnobod,68650.0
2021,oktabr,Sariyog',Yunusobod,77142.8571
2021,oktabr,Sariyog',Shahar bo'yicha,72012.7183
2021,oktabr,"Sut, 1 litr",Bektemir,7083.3333
2021,oktabr,"Sut, 1 litr",Mirobod,7000.0
2021,oktabr,"Sut, 1 litr",Yakkasaroy,6000.0
2021,oktabr,"Sut, 1 litr",Yangihayot,0.0
2021,oktabr,"Sut, 1 litr",Chilonzor,8400.0
2021,oktabr,"Sut, 1 litr",Mirzo Ulug'bek,8790.0
2021,oktabr,"Sut, 1 litr",Olmazor,8214.2857
2021,oktabr,"Sut, 1 litr",Sirg'ali,8850.0
2021,oktabr,"Sut, 1 litr",Shayxontoxur,7375.0
2021,oktabr,"Sut, 1 litr",Uchtepa,7150.0
2021,oktabr,"Sut, 1 litr",Yashnobod,9000.0
2021,oktabr,"Sut, 1 litr",Yunusobod,9285.7143
2021,oktabr,"Sut, 1 litr",Shahar bo'yicha,8012.3611
2021,oktabr,Tarvuz,Bektemir,1975.0
2021,oktabr,Tarvuz,Mirobod,1750.0
2021,oktabr,Tarvuz,Yakkasaroy,1825.0
2021,oktabr,Tarvuz,Yangihayot,0.0
2021,oktabr,Tarvuz,Chilonzor,2300.0
2021,oktabr,Tarvuz,Mirzo Ulug'bek,3750.0
2021,oktabr,Tarvuz,Olmazor,2233.3333
2021,oktabr,Tarvuz,Sirg'ali,2125.0
2021,oktabr,Tarvuz,Shayxontoxur,3250.0
2021,oktabr,Tarvuz,Uchtepa,1650.0
2021,oktabr,Tarvuz,Yashnobod,2562.5
2021,oktabr,Tarvuz,Yunusobod,1900.0
2021,oktabr,Tarvuz,Shahar bo'yicha,2323.6111
2021,oktabr,Tuxum (10 dona),Bektemir,9000.0
2021,oktabr,Tuxum (10 dona),Mirobod,10428.5714
2021,oktabr,Tuxum (10 dona),Yakkasaroy,9941.66665
2021,oktabr,Tuxum (10 dona),Yangihayot,0.0
2021,oktabr,Tuxum (10 dona),Chilonzor,11166.6667
2021,oktabr,Tuxum (10 dona),Mirzo Ulug'bek,11400.0
